,Account group,City,Country,Data line,District,Fax,House number and street,Language,Name 1,Name 2,Name 3,Name 4,Other city,PO Box,PO Box postal code,Postal Code,Region,Search Term 1,Search Term 2,Tax jurisdiction,Telebox,Telephone,Title,Transportation zone,Vendor,Quantity of Milk Purchased (L),Production Volume (L),Inventory Level (kg),Number of Suppliers,Production Efficiency (%),Delivery Time (days),Demand Forecast Accuracy (%),Wastage Rate (%),Supplier Performance Score,Distribution Costs (currency)
74,6920.0,Moorefort,Kiribati,4.0,Arizona,,4166 Brooks Forks,German,,Robinson,Robert,Andrews,North Michaelport,2005.0,82594.0,4892.0,Idaho,serve,state,2682.0,2218.0,,Mrs.,3.0,"Ibarra, Smith and Morgan",8941.0,6989.0,1118.0,,92.77609085180467,2.2430005535733404,,2.63196274915961,68.98802637823138,
75,4561.0,Port Heather,Niger,3.0,,,639 Collins Land Apt. 406,English,Janice,Thompson,,Robinson,Owenmouth,5990.0,94546.0,,Kentucky,cut,,8589.0,1322.0,1490115060,Mrs.,1.0,Taylor-Nichols,2924.0,15612.0,4408.0,9.0,88.97075908472951,3.8664133039671644,82.72180037673779,2.0936995868530968,93.38895782306778,4920.978530413502
76,8373.0,North Caseyberg,Haiti,,North Carolina,(927)707-5209,839 Victoria Key Apt. 355,,Kelly,Chandler,Kyle,Stephens,,,23728.0,8603.0,Georgia,answer,fly,,1851.0,001-488-904-2244,Mrs.,6.0,"Barber, Owens and York",3369.0,11284.0,,,95.55248481971458,2.104989611288164,89.75015455007784,2.6597696942053806,,3030.950703238626
77,6806.0,Gibbsburgh,Svalbard & Jan Mayen Islands,9.0,Texas,,,English,Edward,Maynard,Joseph,,New Madisonfurt,9266.0,12818.0,5882.0,Alabama,admit,,,,(611)402-4240,Mrs.,2.0,Charles Group,5891.0,18721.0,3404.0,20.0,95.57469070460436,2.786189572172778,82.108534638793,2.3297598228429974,90.51490710479916,2508.840216855544
78,,Brittanyton,,2.0,Arizona,001-796-764-9578x04779,469 Newman Views Apt. 298,,Stephanie,Logan,Derek,Pollard,Lake Jamesbury,,18645.0,1671.0,,season,hundred,7366.0,,,Mr.,2.0,,4912.0,,,12.0,95.40823356777281,2.6431003821983126,77.954408180845,,,2524.924587788544
79,,Port Jefferyland,Monaco,10.0,Michigan,(675)252-4352x07694,671 Howard Streets Suite 635,French,Melissa,Solomon,Lisa,,,3853.0,71306.0,,Wyoming,four,else,7156.0,8867.0,001-187-693-0173x449,,7.0,Reyes-Skinner,1606.0,7068.0,3057.0,15.0,95.65460564051988,4.496761496217234,81.00765524426693,3.1038043472302457,78.27712297896969,3889.7753102825704
80,4029.0,Loganshire,Nigeria,,Minnesota,,527 Marcus Mall Apt. 581,Spanish,Kevin,Hernandez,Javier,Edwards,North Justin,1648.0,94523.0,5761.0,Washington,fight,,1156.0,5371.0,790.145.5519,Dr.,,Rios-Burnett,3529.0,6225.0,,13.0,86.09410221292578,3.770818394347528,86.24591631448182,4.407061169402766,94.09365346263573,4437.368736673066
81,2663.0,,,5.0,Colorado,5696842311,64179 Chase Valleys,Spanish,Amy,Watkins,Michael,Cisneros,New Aprilhaven,7242.0,66591.0,,Montana,suggest,establish,7571.0,4302.0,939.748.1739x74367,Mrs.,5.0,Cross PLC,,19293.0,3216.0,6.0,91.11427030884902,1.9390809724080862,87.10998936014792,2.1495160161681746,69.09945122801255,1361.5173230758746
82,7155.0,North Stephanietown,French Guiana,7.0,Connecticut,6234786886,0677 Foster Plaza,English,Brian,Miller,,Perez,Port Tina,4810.0,45407.0,6272.0,Kentucky,star,degree,5267.0,,+1-887-511-2803x94616,Dr.,5.0,,2646.0,12269.0,,,96.26163311690874,1.183963874708851,89.9035866290553,2.173471103860835,,1582.2791827975939
83,6017.0,North Kendra,Seychelles,2.0,Tennessee,001-599-041-5820x505,,Spanish,Wendy,Randall,Miranda,Fox,Kathleenmouth,6363.0,57785.0,6800.0,Texas,,across,3482.0,8393.0,+1-965-703-2600x374,Dr.,8.0,Bass-Weaver,3950.0,7785.0,1717.0,7.0,90.97085216399367,2.5301771944674956,87.07836449906785,,83.32628522608212,
84,3784.0,East Allisonland,Cook Islands,4.0,,001-067-403-6433,908 Jose Oval Apt. 783,German,,Nixon,Christopher,Johnson,,2487.0,41433.0,,Michigan,attack,significant,8140.0,2654.0,0017197581,Mrs.,,White PLC,5183.0,,,19.0,96.2217696247799,,73.94939055179468,2.7669191344152577,73.82262497772327,
85,8695.0,Danamouth,,2.0,,(599)435-7128,78629 Daniel Lake,Spanish,Andrew,,Kristin,Cohen,,2320.0,15029.0,9922.0,,decade,worry,,5956.0,(467)165-4076,Dr.,2.0,"Nichols, Edwards and Hampton",5097.0,,4462.0,14.0,83.58590598396006,,,1.9488228077102985,82.87690769402955,
86,,South Whitneyborough,Montserrat,10.0,Ohio,(075)332-9294x4766,,German,Jasmine,,,Charles,Amandaview,4583.0,17797.0,1806.0,Tennessee,wonder,feel,6214.0,8115.0,784-771-1385x6176,Mr.,,"Cherry, Murphy and Lloyd",7484.0,9497.0,1033.0,6.0,96.3911051669368,3.9806886165358804,90.8209724918297,4.611739673799102,,
87,5348.0,,Zambia,2.0,North Dakota,647.225.8324,918 Chad Creek,German,,Johnson,,Stokes,Michaelport,6872.0,39012.0,2761.0,Nebraska,drop,produce,9960.0,5536.0,925-312-2959,Mr.,8.0,Carson LLC,,15172.0,,9.0,91.30846586636417,4.6136148162918715,,2.2357315358105443,77.63292760651247,
88,6901.0,,Greenland,8.0,Tennessee,525-046-9710,36488 Tracie Station,French,,,Timothy,Mendez,New Kathryntown,9303.0,,,New Hampshire,run,car,,6857.0,686.449.8118x2731,,7.0,Burke LLC,5835.0,,4061.0,18.0,83.16152126799751,1.5286391909871342,83.48519397461052,4.88595832484536,81.2340949481114,
89,5353.0,Bowmanbury,Bulgaria,1.0,,164-624-5222x7695,129 Howard Via Apt. 213,French,Jennifer,Brown,Candace,Perez,Jamesstad,7774.0,,4082.0,,student,,,1041.0,,Mrs.,8.0,,8894.0,,,15.0,94.4761856948812,2.8733255554107813,71.88248402266893,4.016605972245342,69.02458782796282,3705.2948988740654
90,5669.0,Aaronton,Guatemala,,Florida,632-901-6923x63298,8496 Melissa Spurs,Spanish,Megan,Shaw,Jennifer,Ruiz,Bairdhaven,,,4503.0,Nebraska,president,fire,,7402.0,,,2.0,Murphy-Brandt,,6479.0,4238.0,17.0,80.25053579181622,3.1462892330762364,81.36965069334687,3.6913135274950144,86.89363189404052,
91,3119.0,Davisfort,Belize,,Illinois,,592 Velasquez Flats Suite 806,German,,Schmidt,Jimmy,Shields,Michelleburgh,4791.0,,4046.0,,population,wait,9271.0,7821.0,708-262-2833x6315,Mr.,,,4830.0,12724.0,1102.0,15.0,,1.88546880029596,71.58042602900488,4.2954214055617905,,2208.760698117001
92,2696.0,North Michael,Greece,10.0,Oregon,001-637-460-4939x46178,756 Cynthia Field Apt. 529,,Amanda,Martinez,,Barrera,New Craig,1273.0,80612.0,7766.0,Oklahoma,white,not,,,315.365.0688x274,Mr.,,,3290.0,5742.0,4875.0,6.0,85.4785625184081,2.9704984759128235,72.42979996554554,4.549037234114009,,2814.57502755557
93,2416.0,,Germany,5.0,,717-560-2748,40756 Joseph Squares Apt. 279,,Brian,,,Drake,Christophermouth,1249.0,51594.0,9250.0,,,decide,8957.0,1690.0,391-419-5432x50439,,7.0,,3531.0,,2699.0,,,3.4626088562046253,93.47632664284139,2.1189605603431545,,1869.0787387902465
94,1494.0,Donnahaven,Congo,7.0,Michigan,+1-206-238-4086x109,6225 Branch Walk,Spanish,Michelle,Roach,Deborah,Browning,West Jason,8826.0,87001.0,5157.0,Wyoming,worker,civil,8059.0,2616.0,+1-891-215-2245x673,,,"Baker, Sparks and Oliver",,6627.0,3808.0,16.0,89.80038550667861,4.911370117808187,78.96684603030795,2.5925585709774923,,1488.638876349055
95,,New Maryshire,,8.0,South Dakota,454.685.1491x5490,824 Melanie Circle,Spanish,,Howard,,,West Ashleybury,4933.0,21137.0,5142.0,New Jersey,information,,3001.0,1242.0,0005620377,Mr.,1.0,Clark-Mcknight,4475.0,15513.0,3619.0,5.0,80.91041319193171,,94.72052259853555,4.147912399905263,68.20822300571506,4319.27134886853
96,4224.0,Rangelton,Djibouti,3.0,South Dakota,993.700.4686x926,1400 Cohen Mission,French,Kelly,Morgan,Lisa,Perez,Phamville,,20713.0,2079.0,Hawaii,sister,any,,1379.0,983.246.7286x93015,Dr.,9.0,Duffy-Farrell,4538.0,18321.0,4562.0,12.0,85.91407196178015,1.5902167197657748,,1.0113422059200654,,1578.751921282032
97,1288.0,Walkerport,,9.0,,132.921.7227,,French,Cynthia,Powell,Chad,Clark,Jaredhaven,,69156.0,5836.0,Wyoming,,green,4839.0,1245.0,,Dr.,1.0,Barnes Inc,,,1714.0,8.0,91.8990375667517,1.1031205991447934,,,69.51726424361853,2295.0858478480895
98,9414.0,,,6.0,Tennessee,+1-196-812-5517x6815,53712 Pace Street Suite 786,French,Daniel,Johnson,Jacqueline,Nelson,,8398.0,56567.0,,New Hampshire,recently,,3185.0,9058.0,965-523-7310,Mrs.,6.0,"Welch, Bailey and Bailey",1858.0,7076.0,4038.0,18.0,89.4695394787616,,81.90614913558126,4.112068157256811,80.52951830436767,1436.216040015382
99,,Bryanland,Holy See (Vatican City State),8.0,Arizona,647-105-4092,616 Daniel Center Apt. 925,French,,,Pamela,,Terrichester,,28417.0,7077.0,Oregon,land,you,1751.0,2807.0,6240101381,Dr.,7.0,Hayes Ltd,1710.0,,4208.0,14.0,88.24476539775827,4.856104732488115,71.52063518736264,2.915927643993453,,3744.389984248931
100,7379.0,Lake Nicholasburgh,Portugal,9.0,Oklahoma,001-831-123-1145,611 Amanda Ville,,Ashley,Shelton,Tyler,Hill,Port Lauren,9020.0,61631.0,2589.0,Iowa,,policy,1057.0,8085.0,167-661-0447,Dr.,,Brooks and Sons,8267.0,6204.0,4683.0,7.0,85.79801275543387,1.5933353026414583,73.1547897076264,3.4972699771248315,83.41458754192485,3848.611185705228
101,6716.0,Lake Matthewport,Romania,4.0,Nevada,+1-109-378-5392,585 Bennett Junction Suite 967,Spanish,Mary,Knapp,Amanda,Bryan,North Margaret,,12722.0,3896.0,Arizona,hard,list,6433.0,5514.0,966.437.5648,,,"Valdez, Morrow and Guerra",9692.0,9831.0,2858.0,,81.78521231022276,3.8071176741842647,91.31981843238938,,90.75850920418955,3883.3596666303965
102,7086.0,Romeroville,,9.0,Montana,648.150.9506x934,7492 Danielle Inlet Suite 435,French,Roy,Graham,Sharon,,West Michael,2929.0,93087.0,,Oregon,college,lay,2193.0,6140.0,989-894-3707x230,,5.0,"Evans, Espinoza and Young",8398.0,,1935.0,18.0,86.10076913903315,2.8139956116297893,80.39974125653738,1.3803433571025234,77.07056025043832,3660.4314522412355
103,3906.0,Jordanhaven,Bermuda,10.0,,(719)601-6675x04701,43959 Jones Mission Suite 080,German,Paul,Miller,,Rogers,Foxton,5517.0,93919.0,7424.0,Nevada,perform,interview,6981.0,1490.0,064.329.2811,,5.0,Reynolds Ltd,8770.0,6099.0,1373.0,7.0,81.67814183066619,1.3862577302631425,88.4698999622179,,82.254829424614,3345.860330957908
104,4296.0,Brandiland,Oman,10.0,Oregon,256-151-7268,3217 Li Stravenue,German,Mark,Russell,,Lopez,North Kim,2539.0,,,Mississippi,at,per,,2327.0,587.038.2362,Dr.,5.0,,3002.0,11730.0,2448.0,,,3.8842427149845977,94.20996563278686,,74.06584742772596,3311.6740735594194
105,6460.0,,French Guiana,3.0,Nebraska,,899 Lisa Pass,French,Christina,Knight,Sarah,Collins,Thomasborough,8007.0,37396.0,2529.0,Nebraska,draw,,4968.0,6383.0,707-901-3192,Mr.,10.0,,8900.0,8674.0,4470.0,8.0,86.30205189598144,3.2250619044173074,72.8721328382577,2.1142728499799968,69.0463637731139,2716.449643527125
106,8796.0,Simmonsside,Peru,10.0,,+1-860-236-9511x56486,42623 Kent Locks,,Courtney,Simmons,Stephanie,Russell,East Mary,,63194.0,1021.0,Alabama,personal,quite,6119.0,2923.0,,Dr.,,Brown LLC,5381.0,,1738.0,,,2.2359387553196406,78.49561641943146,1.0244231576146348,,
107,6657.0,,,5.0,Maryland,,5625 Samantha Inlet Suite 798,Spanish,Matthew,Young,Jamie,Thomas,,9641.0,98469.0,4443.0,,,rich,6258.0,5692.0,(858)230-6566x21582,Mr.,,Ramirez-Preston,3324.0,17140.0,3593.0,5.0,81.65163829498002,3.121930754635718,,2.8145831626920694,,2246.5494788168653
108,9480.0,Port Traceymouth,,,,379-052-1748,9989 Torres Inlet Apt. 127,German,,Smith,,Pena,Scottside,8665.0,93315.0,1467.0,Iowa,,,3692.0,9335.0,059-268-9663,Dr.,2.0,Mills-Chan,2391.0,19472.0,1215.0,9.0,82.83337814792876,,86.84921776532782,2.0884113741848758,,2942.646819563985
109,3233.0,,Gambia,5.0,Wisconsin,,,Spanish,Rebecca,Hill,Anthony,Petersen,,1132.0,82556.0,4413.0,Florida,after,series,1137.0,8234.0,,Mrs.,6.0,Schultz PLC,5475.0,8531.0,4092.0,8.0,86.21311139865551,1.4435590888037222,86.95544732333836,,81.0773642859258,2233.677567405026
110,,West Eric,Gabon,7.0,New Mexico,(859)313-5334,2777 Gutierrez Shore,,Sara,Lin,,Jackson,,1491.0,63091.0,1987.0,Kentucky,fear,,5855.0,9712.0,906.227.6720x05187,Mrs.,9.0,Cruz LLC,1897.0,5125.0,1837.0,14.0,,,89.10402239403119,2.1577885248697504,64.79937374822197,2989.5413144533077
111,9711.0,Thomasside,Reunion,8.0,North Dakota,,,,Fred,Sexton,Mark,Jackson,,4409.0,,,New Hampshire,this,alone,,8700.0,,Mr.,,"Coffey, Mcdowell and Rodriguez",3116.0,11229.0,3181.0,12.0,89.00472223801184,4.3334168096795125,90.1550046641691,1.2883019863686314,94.47057448090354,1169.2090462511655
112,1038.0,,,8.0,Minnesota,908.998.3275x085,55521 Barry Ranch,English,Cristian,Navarro,Elizabeth,,,2251.0,20116.0,1226.0,Oregon,for,least,8941.0,2591.0,(695)906-6901,Mrs.,10.0,,2275.0,,2282.0,18.0,90.32119425594517,,80.44234899608702,1.460693490655193,60.83426236098995,
113,9545.0,Amyshire,Nepal,9.0,,679-404-7629,711 Cody Lodge Suite 211,Spanish,Amy,Nguyen,Justin,Castillo,,1142.0,45975.0,3375.0,,none,,5399.0,,736.890.8590x85947,Dr.,6.0,Jackson-Estrada,6928.0,6443.0,,8.0,84.3796965468092,3.3554851532116476,83.09906357501579,2.583066787437332,,
114,,West Deborah,,6.0,Connecticut,001-595-837-5684x9303,929 Patricia Valleys,German,,,Corey,,West Charleshaven,6924.0,28527.0,6020.0,Oregon,skin,close,7245.0,,(466)430-3457x76308,,7.0,Martinez-Harrington,2251.0,,3593.0,8.0,89.55088677390766,1.7756148250676014,89.40570573310839,,98.32893395988602,3581.7719046782554
115,8368.0,Patriciamouth,Singapore,10.0,Florida,,8442 Davis Keys Suite 138,French,,Sutton,Daniel,Vincent,,,54159.0,2613.0,North Carolina,conference,fear,,,,Mr.,1.0,Mitchell LLC,2684.0,,,11.0,83.1229824039577,1.6114791560237194,88.97880950113927,1.3014130943163074,98.05168562318327,3511.7950884734696
116,9718.0,Port Michael,,10.0,Missouri,013-515-8060,17756 Samuel Inlet,Spanish,Taylor,Harris,,,Lake Devinfurt,8996.0,58289.0,7068.0,New Mexico,fire,reality,2333.0,4593.0,(893)222-1130x84172,Dr.,2.0,Hernandez PLC,8354.0,,4785.0,15.0,95.55644374696548,3.508869627599087,,1.2731450339830244,77.6883225534514,
117,2533.0,North Jacob,Maldives,3.0,Minnesota,292-538-9185x66539,6054 Kristin Stream,German,Barbara,Rogers,Micheal,,Elizabethhaven,3731.0,63351.0,5613.0,Georgia,trip,,8927.0,1587.0,(708)686-4136x6726,,7.0,,1920.0,10766.0,3078.0,7.0,85.5873413109136,2.807655454802729,71.4222512708488,4.326786526652485,63.0692400469382,
118,,East Ryan,Niger,9.0,Arkansas,,65134 Elliott Trail,English,Sarah,Reeves,Adrian,Clark,Howardstad,5193.0,60407.0,4374.0,Oregon,buy,player,4523.0,7609.0,(935)754-1471,Dr.,,"Taylor, Johnson and Stevens",9307.0,11299.0,2895.0,6.0,88.09520666571632,,86.29593636621524,2.2861070515217135,,1603.4443067825541
119,4857.0,Lake Bradley,Malaysia,10.0,Illinois,993.659.1628,1816 Hamilton Corner Suite 231,English,Barbara,,Henry,,East Justinview,,54975.0,9180.0,Utah,record,involve,2429.0,5773.0,+1-010-000-5608,,3.0,,2695.0,18286.0,4682.0,15.0,97.68294045968115,1.3373165280982553,,1.1565685048026952,88.30486817293115,4963.94409058755
120,1830.0,Dylanfort,Bolivia,1.0,New York,,51426 Elizabeth Corners Suite 789,French,James,Sherman,,Guzman,Lisaborough,,69637.0,,,among,foot,5038.0,7847.0,+1-087-899-9551,Mrs.,,Bowers Inc,7108.0,9634.0,2586.0,18.0,93.94036619432724,3.7155908822383243,71.30913793840016,3.523546297767918,73.38597389039751,
121,4381.0,,,,South Dakota,900.498.5768x88857,62207 Steve Common,Spanish,Jacob,,Anna,Reyes,New Davidmouth,1416.0,45289.0,7529.0,Maryland,look,then,,7591.0,932.013.3409x5542,Mrs.,6.0,Little Group,5128.0,,4488.0,9.0,,3.3309580583456784,73.53570951460794,2.399283150143377,98.70786030770978,3793.9198512475236
122,2129.0,Maloneland,Tajikistan,4.0,Washington,477-353-4011x98253,680 Angelica Lock Apt. 534,,Yvette,Rogers,Diane,Juarez,Myersburgh,8918.0,,9055.0,Iowa,nearly,,2483.0,,,Mr.,6.0,,,10072.0,3289.0,17.0,,,73.19484410250865,,97.88434497677525,4988.6564518634805
123,9451.0,Toddshire,,6.0,,(199)084-8371,61130 Stone Circles,English,Aaron,,,Robertson,Matthewmouth,8187.0,70225.0,8872.0,Massachusetts,spend,here,6153.0,8923.0,534.857.7090,,3.0,Wright Ltd,7937.0,,2482.0,5.0,86.5267580416768,,75.35481653022251,4.790673070137387,79.4508368349091,1906.172186135549
124,2898.0,Lake Jennifertown,Colombia,1.0,New Mexico,(174)692-2713,45041 Gonzalez Gateway,,Laura,Baird,Justin,Williams,Ryanfurt,6907.0,87177.0,8993.0,Wyoming,safe,energy,1602.0,,(245)059-1506x60466,Mr.,2.0,,,9846.0,4458.0,,,3.1590830336546842,88.46610007503669,,86.4771694948567,4505.571090170967
125,4495.0,East Raymondville,Ukraine,10.0,,,,,Melanie,Lopez,,Mitchell,Rodriguezfurt,5065.0,,1436.0,Oklahoma,then,moment,9606.0,4628.0,+1-910-642-6234x681,Dr.,5.0,"Smith, Freeman and Garrison",7172.0,7527.0,,10.0,94.96421102040426,4.084391254923954,90.22609299098252,1.6621566629762348,77.50693620553386,2643.434445986134
126,4448.0,North Elizabethville,Vanuatu,6.0,Indiana,,,French,Larry,,,,Butlerton,7091.0,71216.0,1274.0,California,kind,,8665.0,4801.0,,Mrs.,2.0,,5668.0,17327.0,,,84.21205299803763,1.956673988982078,94.13991592985091,4.137480958372819,,1776.0647048902792
127,2749.0,Pennyberg,Chile,8.0,New Mexico,+1-028-511-9550,1943 Hardin Walks,,Brandon,Todd,Joshua,Carlson,,6847.0,84424.0,7610.0,Vermont,sense,class,6154.0,,592-928-7130,,3.0,,,17748.0,,18.0,,4.267564958324961,,1.5535941384137248,70.00012846356029,3564.7161448177885
128,9319.0,Port Greghaven,United Kingdom,5.0,Iowa,(580)038-2208,8081 Davis Knolls Apt. 223,German,Linda,Washington,Erika,Harmon,North Justinport,9715.0,,1346.0,,seat,employee,6314.0,5223.0,(737)651-6768x2792,Dr.,1.0,Nguyen-Crawford,2680.0,16655.0,4464.0,,85.13113425306791,4.0524673211667634,76.81978248978392,4.621224835912965,65.89394623966417,2749.8902407799233
129,8432.0,East Evanside,Korea,3.0,Louisiana,001-283-983-8215x4034,9842 Banks Port,French,Heather,Wilson,Samuel,,Krystalberg,1452.0,65240.0,,Colorado,protect,mouth,4807.0,3682.0,,Mrs.,6.0,Rasmussen-Richards,6727.0,5436.0,2699.0,6.0,87.13617137846447,,,,68.98155034428464,2274.7395017989247
130,8445.0,Danabury,Taiwan,7.0,Alabama,021.621.2858x84825,27722 Christine Valley Suite 142,English,Kevin,Ortiz,,Fowler,Jonathanchester,1036.0,45782.0,3026.0,Alabama,green,seat,,8699.0,,Dr.,,Smith and Sons,,,,9.0,80.68945744010679,4.669584686451005,,4.324441943728706,90.35364619062429,2876.440508621975
131,8136.0,,Nicaragua,,,,840 Adam Cove,English,,Dorsey,Christopher,Medina,Ashleychester,,86524.0,9962.0,New Mexico,most,yard,8616.0,9739.0,477.824.0030x30677,Mr.,1.0,Coffey Inc,,,1883.0,9.0,89.87847641798903,3.908939141299727,83.19428764716811,,71.52406312156921,
132,7715.0,Jeremyhaven,,8.0,,211.914.5450x47539,074 Pittman Circle,,Patricia,,Matthew,Gonzalez,East Gail,2361.0,,4185.0,New Jersey,wonder,idea,1824.0,3218.0,166-889-2313x175,,1.0,,7878.0,15468.0,4251.0,19.0,,4.3467508824213414,82.49573055594024,3.144215137256245,85.2781976805257,3300.189830122534
133,,Andrewville,Angola,4.0,Rhode Island,,4661 Ashley Spur Apt. 263,French,Julia,Keller,Tony,,Jesseside,8812.0,70436.0,8995.0,Vermont,least,expect,7777.0,4604.0,540.277.5320,Mrs.,,,8032.0,5025.0,3518.0,,,2.6662703808341592,,1.342455819949047,98.98617963808887,1270.7172916353843
134,5463.0,,United Kingdom,7.0,Georgia,+1-265-443-1004x7014,,English,Regina,Hale,Mark,,South Stephanieton,6937.0,26858.0,3792.0,,yard,,5487.0,4847.0,001-593-943-7207x7345,Mrs.,1.0,,8702.0,5713.0,3603.0,17.0,97.65870960592808,2.014601044276851,70.4060557777237,4.154080065118061,73.79209972653565,3931.7640858025666
135,3627.0,Port Kristie,Swaziland,6.0,Connecticut,633-439-0489,95210 Brittany Cliff,English,Jessica,Lawson,Terri,Hale,New Samuelport,6426.0,71374.0,9522.0,Delaware,,,,6539.0,001-351-605-6629x50033,,10.0,,6447.0,7185.0,1181.0,16.0,89.82824741373845,4.254035462224353,74.3772281762927,4.116570373913126,,3781.557007984256
136,,,Lao People's Democratic Republic,9.0,New Hampshire,220.883.5185,28336 Victor Spurs,French,Karen,Reyes,Crystal,Bell,West Williammouth,1087.0,79668.0,9701.0,North Carolina,score,stay,2670.0,4938.0,(297)175-0341x14345,Mr.,5.0,Williams-Johnson,2033.0,,4179.0,19.0,80.66570822359596,1.8063639713468036,89.7777303307261,4.54316154247242,72.62383280198901,2240.303531747567
137,7795.0,Lake Danielside,Brazil,9.0,South Carolina,,195 Tiffany Fort Suite 954,Spanish,Fred,Jones,Mathew,Woodward,Johnsonmouth,7492.0,59610.0,9893.0,Nevada,indeed,yes,,6810.0,666-143-9083,Dr.,10.0,Stokes-Higgins,8756.0,9150.0,1149.0,11.0,,4.4485541218770015,71.19510085616228,3.6229254702307188,70.92866424455494,4197.369646072959
138,,Lake Jasmineland,Tunisia,9.0,New Mexico,,59270 Adrian Path,Spanish,Leslie,Stark,Elizabeth,,Patriciaview,,87636.0,,Vermont,,great,4467.0,3296.0,464.326.5135,Mrs.,4.0,George Ltd,8204.0,,4917.0,17.0,86.1026593113469,1.747268870359755,87.30171227781537,2.469387707838728,91.89163521506663,2066.8827832087304
139,7767.0,North Christy,American Samoa,6.0,West Virginia,,022 Gallegos Gateway,,,Olsen,Jasmine,Peterson,,,49128.0,8815.0,Delaware,only,expert,,2168.0,001-186-786-8628x7440,Dr.,7.0,Jones Ltd,7955.0,6293.0,2763.0,10.0,,2.284845712858376,72.00172277687489,3.6436768858325466,72.2598342436301,
140,9417.0,New Kathryn,,10.0,,837.430.7335,63897 Simmons Viaduct Suite 896,Spanish,Chloe,Patterson,Kayla,Silva,Jackshire,8338.0,83243.0,7941.0,,,over,,9166.0,0913236210,,9.0,Cameron-Jensen,8272.0,10759.0,2831.0,6.0,93.08265912279985,4.646428923385122,85.3712870549691,2.7397620163725422,85.57877241969922,
141,,Port Jessicaview,Panama,6.0,,001-144-983-4200x6403,,English,,Schneider,John,,Woodberg,3440.0,46373.0,,Minnesota,fall,including,2846.0,9059.0,339-801-2052,Mr.,8.0,"Rocha, Rodriguez and Hall",7655.0,10952.0,3101.0,10.0,,,,4.125247878973866,61.391958631941684,1268.9334522484353
142,,,Ghana,6.0,,,09906 Lori Pass,German,Robert,Snyder,,,West Jason,3527.0,87795.0,,,car,,5325.0,,867.953.5825x715,Mrs.,2.0,"Anderson, Barber and Davila",7272.0,14293.0,1132.0,,92.22311702444111,4.795294117062226,79.3003344617671,4.052337887194318,82.95687113335583,3117.8395261451587
143,5468.0,Jonesport,Morocco,2.0,Pennsylvania,898-293-3986x0008,,,Aaron,Wilson,Robin,Knight,Lisaborough,5941.0,24992.0,,,now,continue,6928.0,7509.0,922-614-7231x4708,Mrs.,9.0,"Perry, Horton and Mcdonald",5566.0,9089.0,4934.0,8.0,80.46644013555458,1.7441921978903996,82.9436318552098,4.654170023252746,64.71043981962701,4099.857934125953
